SMILES,Homo-lumo gap (ev),Lumo(ev),Wavelength(nm)
C[C@@H]1[C@@H](C2C(C1)C2)C,8.77146585,1.87619845,159.87
CC[C@H]1[C@@H]([C@@H]1OC)C,8.67677157,2.33171059,161.58
CC[C@H]1[C@@]2(C1C=C[C@@H]2O)O,6.50179634,0.23020506,219.19
C[C@@H]1[C@H](O[C@@H](C[C@@H]1O)CO)O,8.1388101,1.25333866,175.15
CC[C@H]1[C@@]2([C@@H][C@]1OC2=O)C,2.19701614,-4.1034188,755.12
CC[C@H]1[C@@H](C(=O)OC1=O)C,6.13471995,-1.63347633,274.39
CC[C@H]1[C@@H]2C=CO[C@@H]2O1,6.6231574,0.54558055,199.8
C[C@@H]1C[C@]1(C=C)C=O,5.55458143,-1.115651,323.34
C[C@@H]1[C@@H](OC1O)C,8.57745142,1.66885063,170.27
C[C@@H]1[C@H](OC1O[C@H](C)CO)C,8.49146466,1.79429334,171.84
C[C@@H]1C[C@]1(C=C)C=O,5.55458143,-1.11537889,323.31
C[C@@H]1C[C@]12CCOC2,8.67187359,2.19837669,161.38
C[C@@H]1C[C@]12CCOC2=O,6.95567582,-0.24081735,240.9
C[C@@H]1[C@@H](C2(CC1O)O)CO2,8.05119068,1.15592328,179.25
C[C@@H]1[C@@H](C2C1COC2)C,8.63160131,2.10259397,161.48
C[C@@H]1[C@@H](OC1=O)C,6.82070926,-0.76680598,248.07
C[C@@H]1[C@@H](C[C@@H]([C@@H]1C=O)C)O,5.71431,-0.81850688,325.59
CC[C@H]1[C@@H](OCCO1)C,8.36085186,1.84300103,170.21
C[C@@H]1[C@H](O[C@@H](CC1=O)CO)C,5.92791635,-0.67837023,302.69
C[C@@H]1C[C@]1(C#CO)C(=O)O,5.78451438,-0.69415261,270.29
CC[C@H]1[C@@H](COCO1)C,8.81826877,2.17089358,155.74
CC[C@H]1[C@@](C=CO1)(C)C,6.70288563,1.13252182,193.57
C[C@@H]1[C@H](O[C@@H](OC1CO)C)C,8.20928659,1.39429164,176.86
C[C@@H]1[C@@H](C[C@H](O1)CO)OC,7.65744751,1.11075302,186.62
C[C@@H]1[C@@H](OCC1=O)C,5.68492212,-1.03320167,313.78
CC[C@H]1[C@@H](OC(=O)CO1)C,6.32710172,-0.65143134,263.74
CC[C@H]1[C@@H](COOC1=O)C,6.4734969,-0.74449296,255.46
C[C@@H]1C[C@]12CCOC2=O,6.95540371,-0.24081735,240.91
C[C@@H]1C[C@]1(C#CC=CC=O)O,4.27403177,-2.30694858,400.99
CC[C@H]1[C@@]2(O1)COCOC2O,8.10234736,1.19129758,177.61
C[C@@H]1C[C@]12CCOC2=O,6.95485949,-0.24108946,240.94
C[C@@H]1[C@H](O[C@@H](CCO1)C)CO,7.90289073,1.44109456,174.44
C[C@@H]1[C@@H](OC1O)[C@H],2.94667919,-2.90667902,969.27
CC[C@H]1[C@@](CO[C@@H]1O)(C)O,7.73472675,1.02449415,180.22
C=C[CH][CH]OC1CCCCC1,4.61389716,-1.83456562,342.78
CC[C@H]1[C@@H]2[C@H]1[C@@H](CC)O2,8.00411565,1.72844272,176.32
CC[C@H]1[C@@](COCO1)(C)O,8.09309562,1.24925701,177.11
C[C@@H]1C[C@]12CCCC2=O,5.92710002,-0.51319946,297.03
C[C@@H]1[C@@H](OC1=O)C(=O)OC,6.63213703,-1.14068512,254.11
C[C@@H]1[C@@H](OC=CO1)C,6.6530895,1.23211408,196.14
C[C@@H]1[C@@H](OC1=O)C,6.82070926,-0.76707809,248.07
CC[C@H]1[C@@](O1)(CC)COC,8.77908493,1.89715092,162.01
CC[C@H]1[C@@](COCO1)(C)O,8.0735037,1.30014158,176.82
CC[C@H]1[C@@]2([C@@H][C@]2O[C@H]1OC)O,1.87864744,-3.87892805,1522.21
C[C@@H]1C[C@]12CCCC2=O,5.92710002,-0.51319946,297.01
CC[C@H]1[C@@H]2CC[C@H]1C2,9.77636808,2.28354712,141.33
CC[C@H]1[C@@]2(O1)CCCCO2,8.85581995,1.95891989,156.24
C[C@@H]1[C@H](OC(OO1)C)CCC,8.59704334,1.82177645,168.88
CC[C@H]1[C@@]2(O1)CC[C@H]2CO,7.88221037,1.39184265,182.47
CC[C@H]1[C@@H]([C@@H](CC1=O)O)C,5.61226875,-0.93007198,321.83
C[C@@H]1[C@@H](OC(=O)C1=C)C,5.48873081,-1.70803447,310.11
C[C@@H]1[C@H](O[C@@H](CCO1)C)CO,7.76955683,1.27102581,179.65
C[C@@H]1[C@@H](OC(=O)O1)C,7.87676817,0.06721117,210.61
CC[C@H]1[C@@H]2C[C@H](O1)OCO2,8.90452764,1.85388543,156.66
C[C@@H]1C[C@]1(C#CC=C)OC,5.68492212,-0.56109082,253.64
C[C@@H]1[C@@H](OC(=O)C1=C)C,5.4884587,-1.70830658,310.1
C[C@@H]1C[C@]12CCCC2=O,5.92682791,-0.51347157,297.05
CC[C@H]1[C@@H]([C@@H]2OC[C@H]1O2)C,8.93690873,2.0598727,154.86
C[C@@H]1[C@@H](OC1=O)C,6.82070926,-0.76680598,248.07
C[C@@H]1[C@H](O[C@@H](CCO1)C)CO,7.76819628,1.21143372,178.01
C[C@@H]1C[C@]1(CCO)C=O,5.86315417,-0.76408488,313.56
C[C@@H]1[C@@H](OCCO1)C,8.39404928,1.88545019,169.7
C[C@@H]1[C@@H](OCOC1=O)C,6.71349792,-0.5877576,254.38
CC[C@H]1[C@@H](OC[C@H]1O)C,7.69118915,1.278917,182.16
C[C@@H]1[C@@H](OC=CC1=O)C,5.03022546,-1.48000629,361.72
C[C@@H]1[C@@H](OC1=O)C,6.82098137,-0.76653387,248.05
C[C@@H]1C[C@]1(C#CC=C)OC,5.67186084,-0.4108861,231.52
C[C@@H]1[C@@H](OC(=O)O1)C,7.87704028,0.06775539,210.6
C[C@@H]1[C@@H](C2CCC1CC2)O,8.12846992,1.39646852,179.37
C[C@@H]1[C@@H](OCO1)[C@H],2.57552115,-3.1319861,1556.02
C[C@@H]1[C@@H](OC(=O)[C@H]1F)C,6.394585,-1.08952844,270.9
C[C@@H]1[C@@H](C([C@@H]1CO)(C)C)O,7.88465936,1.29742048,182.55
CC[C@H]1[C@@H]([C@@H](OC1=O)C)OC,6.51839505,-0.37959345,256.11
C[C@@H]1[C@@H](C[C@@H]([C@H]1O)O)CCO,8.1796266,1.41578833,177.06
C[C@@H]1[C@H](O[C@@H]([C@@H]1CO)OC)CO,8.13227946,1.38585623,174.84
C[C@@H]1[C@@H](OC(=C)C1=C)C,4.92002091,-0.69578527,260.26
C[C@@H]1[C@H](O[C@@H](C[C@H]1OC)OC)C,8.39867515,1.87783111,166.76
CC[C@H]1[C@@H](C[C@H]2[C@@H]1C=C2)O,6.62887171,0.38068189,193.5
C[C@@H]1[C@@H](OC(=O)C1=C)C,5.4884587,-1.70830658,310.12
C[C@@H]1[C@@H](OC(=C)C1O)C,6.47866699,0.56571669,194.76
C[C@@H]1[C@@H](OC(O1)CO)C,8.19187155,1.62068716,175.28
CC[C@H]1[C@@H]([C@@H](OO1)OC)OC,7.77772013,1.45197896,185.46
C[C@@H]1[C@@H](C[C@H]1O)CC=C(C)C,6.57798714,0.64435648,189.1
C[C@@H]1[C@@H](CCCO1)OC(=O)C,5.93880075,-0.28517128,274.32
C[C@@H]1[C@@H](OCO1)C,8.82098987,2.08354627,157.05
CC[C@H]1[C@@H]2CC[C@]1(C2)C,9.47187699,2.18749229,145.69
CC[C@H]1[C@@](O1)(CC)COCC,8.63568296,1.90123257,162.64
C[C@@H]1[C@H](O[C@@H]([C@@H]1CCO)C)C,7.88819679,1.42177475,171.48
C[C@@H]1[C@@H](OC(=C1C=C)C)C,5.16927367,0.02503412,255.22
C[C@@H]1[C@@H](OC(=O)[C@@H]1O)C,6.35431272,-0.77034341,267.17
C[C@@H]1[C@@H](OC(O1)OC)C,9.3088831,2.11892057,147.33
CC[C@H]1[C@@H]([C@@H]2[C@H]1CC=C2)O,6.99295489,0.76408488,191.82
CC[C@H]1[C@@H]2CC[C@]1(C2)C,9.4721491,2.18749229,145.68
C[C@@H]1[C@H](O[C@@H](C[C@@H]1O)C)CCO,7.76384252,1.42884961,181.09
C[C@@H]1[C@@H](OCC1[O-])C,4.96002108,6.34805419,303.73
C[C@@H]1[C@H](O[C@@H](CO1)CCCO)C,8.11676919,1.578238,170.76
C[C@@H]1[C@@H](OC1COC)C,8.61391416,2.12871653,161.49
C[C@@H]1C[C@]12CCCCC2=O,5.95240625,-0.46911764,299.49
C[C@@H]1[C@@H](OC1=O)[C@@H]2CO2,6.73798782,-0.92925565,248.21
C[C@@H]1[C@@H](OC=C1O)C,5.90533122,0.95020812,254.05
C[C@@H]1[C@H](O[C@@H](C[C@@H]1O)C)CCO,7.28329626,1.2544271,192.38
C[C@@H]1[C@H](O[C@@H](C[C@@H]1OC)OC)C,8.06234719,1.687082,173.58
C[C@@H]1[C@@H](OCC1=O)C,5.75131696,-1.05197726,311.14
C[C@@H]1[C@@H](OCO1)OC,9.07867804,2.16300239,152.55
C[C@@H]1[C@@H](OC(O1)(C)C)C,8.68330221,2.0244984,159.81
C[C@@H]1[C@H]([C@@](CCOC1)(C)C)O,7.91595201,1.55565287,178.79
C[C@@H]1[C@H](O[C@@H](C[C@H]1OC)OC)C,8.41037588,1.75701427,164.82
C[C@@H]1[C@@H](OC(=O)[C@H]1O)C,6.24193129,-0.90775896,272.86
CC[C@H]1[C@@]2(COC[C@@H]2CO1)C,8.38833497,1.74095978,166.41
C[C@@H]1[C@@H](OC(O1)OO)OC,8.61690737,1.24408692,172.67
C[C@@H]1[C@@H](OC[C@@H]1O)C=C,7.23431646,0.85741861,193.62
C[C@@H]1[C@@H](OCCO1)C,8.39350506,1.88517808,169.71
CC[C@H]1[C@@H]2C[C@H]1[C@H](C2)OC,8.72439082,2.09089324,158.26
C[C@@H]1[C@@H](OC=C(O1)C)C,6.30315604,1.21524326,204.36
CC[C@H]1[C@@H](CC[C@@H](O1)OC)O,8.24602144,1.53850994,175.56
C[C@@H]1[C@@H](OC1C)C,8.70969688,2.25443135,159.42
C[C@@H]1[C@@H](OC(O1)CO)C,8.16003468,1.57225158,177.41
CC[C@H]1[C@@H]([C@@H](OC1=O)C)OC,6.55649045,-0.36326685,254.48
C[C@@H]1[C@@H](OC1OCC)C,8.99405183,2.16109762,153.78
C[C@@H]1[C@@H](OC=O)[C@@H]1OC,6.09934565,-0.69524105,255.45
C[C@@H]1C[C@]12CCO[C@@H]2OC,8.74371063,1.92463403,157.63
C[C@@H]1[C@@H](CC(O1)O)O,7.9374487,1.12980072,177.36
CC[C@H]1[C@@H]2CC[C@@H](C2)[C@H]1O,8.41663441,1.52735343,174.98
C[C@@H]1[C@@H](OC(O1)(C)OC)C,9.02071861,1.98449823,151.45
C[C@@H]1C[C@]12CCCCC2=O,5.95975322,-0.44598829,298.57
C[C@@H]1[C@@H](OCCO1)C,8.52221309,2.18150587,164.65
C[C@@H]1[C@@H](OCCO1)C,8.39377717,1.88517808,169.7
C[C@@H]1[C@@H](OC(=O)[C@@H]1F)CO,6.24628505,-1.28245443,278.42
CC[C@H]1[C@@H](CC[C@H]1O)C=C,7.45390923,0.78068359,175.86
C[C@@H]1C[C@]12CCCC[C@H]2O,8.0707826,1.56109507,178.22
C[C@@H]1[C@@H](OC1(O)OC)C,8.77201007,1.63293211,161.01
CC[C@H]1[C@@H]([C@@H](C[C@H]1C)C)O,8.1143202,1.34884927,181.43
C[C@@H]1[C@@H](OC[C@@H](O1)CO)C,8.18724568,1.61524496,173.1
C[C@@H]1[C@@H](OC(O1)OC)C,9.2898354,2.13796827,147.35
C[C@@H]1[C@@H](OC1C(C)C)C,8.39023974,1.97715126,164.35
CC[C@H]1[C@@H]([C@H]2CC[C@@H]1C2)C=O,6.00982146,-0.73088746,304.01
C[C@@H]1C[C@]12CCCC[C@@H]2O,8.33364086,1.51919013,175.04
C[C@@H]1C[C@]1(CC2CC2)C=C,6.89690006,0.39755271,197.73
C=C[C@H]([C@@H]([C@H](C=O)O)O)O,5.57145225,-1.41415567,317.6
C[C@@H]1[C@@H](OCCO1)C,8.39377717,1.88517808,169.7
C[C@@H]1[C@@H](OC(=C)C1=C)C,4.9197488,-0.69605738,260.27
C[C@@H]1[C@@H](CC(=O)O1)O,6.61336144,-0.43401545,255.71
C[C@@H]1[C@@H](C(=O)OC1=O)C,6.15540031,-1.63320422,273.83
C[C@@H]1[C@@H](OC1=O)[C@@H](CO)O,6.56519797,-0.53986624,247.74
C[C@@H]1[C@H]([C@@](CC1CC)(C)C)O,8.12602093,1.36354321,181.17
C[C@@H]1C[C@]12CCCC23CC3,8.42044395,2.22259448,167.42
C[C@@H]1C[C@]12CCCC[C@@H]2O,8.54262134,1.85116433,168.91
C[C@@H]1[C@@H](OC1(OC)OC)C,9.2299712,2.06014481,148.31
C[C@@H]1[C@@H](OCOC1=O)C,6.71377003,-0.5877576,254.37
C[C@@H]1[C@@H](OC1=O)[C@@H](CO)O,6.5442455,-0.77115974,248.46
C[C@@H]1[C@@H](OC1(C)C)C,8.38860708,1.98966832,165.67
C[C@@H]1[C@@H](OCCO1)OC,8.39622616,1.79238857,169.76
C[C@@H]1[C@@H](C([C@@H](O1)O)O)O,7.79105352,1.07973248,185.87
C[C@@H]1[C@@H](C(OO1)C)O,7.01254681,0.97061637,200.75
C[C@@H]1[C@@H](OC(O1)(C)OC)C,9.04602484,2.00300171,150.59
C[C@@H]1[C@@H](OC=CCO1)C,6.64873574,0.32789255,208.98
C[C@@H]1[C@@H](OC1(C)C)C,8.38860708,1.98966832,165.67
C[C@@H]1C[C@]1(CC=C)CC=C,7.22424839,0.61306383,189.16
C[C@@H]1[C@@H](OC1C2CC2)C,8.30588564,1.96572264,167.64
C[C@@H]1C[C@]12CCCC[C@H]2O,8.07432003,1.41415567,177.9
C[C@@H]1[C@H](O[C@@H](C[C@H]1OCC)CO)O,8.13826588,1.56762571,176.98
C[C@@H]1[C@@H](OCCO1)OC,8.79296254,2.09116535,159.61
C[C@@H]1[C@@H](CC[C@@H](O1)O)O,8.01255106,1.27592379,178.62
C[C@@H]1[C@@H](OCO1)C(C)(C)O,8.10506846,1.33279478,172.89
C[C@@H]1[C@@H](C(CCO1)O)O,8.01690482,1.27864489,179.03
C[C@@H]1[C@@H](CCO1)C=O,5.60084013,-1.20735207,316.66
C[C@@H]1[C@@H](CCC(O1)O)O,7.87785661,1.17932474,181.08
C[C@@H]1[C@@H](C(OO1)C)C,8.11758552,1.96871585,177.32
C[C@@H]1[C@@H](OC(=C1C=C)C)C,5.00927299,-0.09360584,251.83
C[C@@H]1[C@@H](OC(O1)CCO)C,8.32275646,1.72109575,174.05
C[C@@H]1[C@@H](OC1CCC)C,8.70561523,2.26803685,159.82
CC[C@H]1[C@@H]2[C@@H]1[C@@H](CCCC2)O,7.68248163,1.56055085,187.29
C[C@@H]1C[C@]12CCCC[C@H]2O,8.36547773,1.70749025,170.9
CC[C@H]1[C@@H](CO[C@@H]1C(C)C)O,7.81581553,1.32626414,178.7
C[C@@H]1[C@@H](C2(C1)OC2=O)C,5.77281365,-1.5836802,302.56
C[C@@H]1[C@@H](C(=O)[C@@H]1C)C,5.47621375,-0.69170362,327.29
C[C@@H]1[C@@H](C(C=CO1)C)O,6.55540201,0.92979987,209.9
C[C@@H]1[C@@H](CCOC1=O)C,6.67866784,-0.33224631,255.79
C[C@@H]1[C@@H](OC(O1)(C)C)CO,7.92057788,1.2571482,171.93
C[C@@H]1[C@@H](OC(=C1C=C)C)C,5.00900088,-0.09360584,251.84
C[C@@H]1[C@@H](OC=C[C@H]1OC)C,6.73118507,0.93469785,191.23
C[C@@H]1[C@@H](C(=O)OOC1=O)C,6.29199953,-1.86368139,261.73
C[C@@H]1[C@@H](OC=C(C1O)C)C,6.18043443,0.55673706,211.15
C[C@@H]1[C@@H](OC1(OC)OC)C,8.54044446,1.56572094,161.7
C[C@@H]1[C@@H](OC(=C(C1)C)C)C,6.26233954,1.10775981,207.49
C[C@@H]1[C@@H](OC(=C(O1)C)C)C,6.25444835,1.41116246,211.35
C[C@@H]1[C@@H](OC(O1)(CO)C)C,8.15023872,1.56408828,172.59
C[C@@H]1[C@@H](C(=O)O[C@@H]1C)C,6.7374436,-0.31265439,252.92
CC[C@H]1[C@@H](C[C@H]([C@H]1C=C)C)O,6.92710427,0.24517111,199.28
C[C@@H]1[C@@H](C([C@@H]1O)O)O,7.36819458,0.82857495,196.81
C[C@@H]1[C@@H](C(=O)[C@@H]1C)C,5.47621375,-0.69197573,327.29
C[C@@H]1[C@@H](C([C@@H]1O)CO)O,7.98016997,1.31238653,181.36
C[C@@H]1[C@@H](CCOC1=O)C,6.79431459,-0.27728009,251
C[C@@H]1[C@@H](OC=C[C@H]1OC)C,6.57390549,0.68054711,200.82
C[C@@H]1[C@@H](C(=O)CC1=O)C,5.00247024,-1.51864591,351.26
C[C@@H]1[C@@H](CCOO1)OC,8.69990092,1.90939587,164.49
C[C@@H]1[C@@H](OC1OCCC)C,8.70942477,1.96871585,159.03
C[C@@H]1[C@@H](C([C@@H]1C=O)C)O,5.7034256,-0.93932372,323
C[C@@H]1[C@@H](C([C@H]1C)C)C,9.39949573,2.06858022,147.53
C[C@@H]1[C@@H](C2=CC=CC12)C,4.57634598,-0.67973078,311.11
C[C@@H]1[C@@H](C(=O)OCC1)C,6.6177152,-0.4136072,258.82
C[C@@H]1[C@@H](C(CO1)(C)C)O,7.91241458,1.27674012,177.63
C[C@@H]1[C@@H](CC(=O)O1)C,6.75812396,-0.30176999,253.08
C[C@@H]1[C@@H](C(C(=O)O1)O)O,6.17063847,-0.96245307,274.54
C[C@@H]1[C@@H](C(C(O1)O)O)O,7.99078226,1.14340622,177.42
C[C@@H]1C[C@]12CCCC[C@@H]2OC,8.36928727,1.89851147,169.01
C=C[CH]([CH2]1)CCCCCCC=C1,6.60030016,0.33360686,204.27
C[C@@H]1C[C@]12CCCCC[C@H]2O,8.21527301,1.58966662,176.04
C[C@@H]1[C@@H](C(=O)C[C@H]1O)C,5.6626091,-0.74449296,317.17
C[C@@H]1[C@@H](CC(C1=O)O)CC=O,5.40981891,-1.27755645,334.99
C[C@@H]1[C@@H](C(OO1)OC)OC,7.72982877,1.33796487,185.6
C[C@@H]1[C@@H](OCOC(O1)C)C,8.98833752,2.08354627,154.28
C[C@@H]1[C@@H](OC1O)[C@@H](C)OC,8.18751779,1.50231931,172.91
C[C@@H]1[C@@H](C([C@@H]1O)(C)O)C,7.86370689,1.25959719,183.31
C[C@@H]1[C@@H](C(O[C@@H](O1)C)O)O,7.89418321,1.08136514,183.55
C[C@@H]1[C@@H](CCCO1)O,8.37989956,1.73116382,171.43
C[C@@H]1[C@@H](C(C[C@H](O1)O)O)O,8.05799343,1.17769208,176
C[C@@H]1[C@@H](C(=O)C[C@@H]1O)C,5.71104468,-0.64462859,314.73
C[C@@H]1[C@@H](CCC1=O)C,5.76845989,-0.63592107,312.64
C[C@@H]1[C@@H](C(C1(C)C)O)O,7.98887749,1.33986964,181.87
C[C@@H]1[C@@H](CC(O1)C)O,7.80547535,1.30503956,177.98
C[C@@H]1[C@@H](C([C@@H]1C)C)C=O,5.69417386,-0.95184078,324.39
C[C@@H]1[C@@H](C([C@@H]1C=O)OC)C,5.55158822,-0.96381362,325.05
C[C@@H]1[C@@H](CC(O1)(C)C)O,7.81418287,1.31891717,177.19
C[C@@H]1[C@@H](C(=O)C[C@H]1C)C,5.77036466,-0.61932236,312.39
C[C@@H]1[C@@H](C(=C(C1)O)O)C,6.07648841,1.20190987,250.7
C[C@@H]1[C@@H](C1=O)C,4.76355766,-0.80707826,407.21
C[C@@H]1[C@@H](C([C@@H]1O)C)O,8.05527233,1.44027823,179.28
C[C@@H]1[C@@H](CC(=C1)O)C,6.92356684,1.34558395,214.26
C[C@@H]1[C@@H](C([C@@H](CO1)O)O)O,7.60438606,0.90993584,185.94
C[C@@H]1[C@@H](C(CO1)C=O)O,5.33471655,-1.38803311,314.67
C[C@@H]1[C@@H](C([C@@H]1O)CO)O,8.08085067,1.44299933,178.84
C[C@@H]1[C@@H](CCOC1=O)C,6.68438215,-0.35836887,255.07
C[C@@H]1[C@@H](C[C@@H]1O)C,8.32466123,1.60653744,176.29
C[C@@H]1[C@@H](C(CC1=O)OC)O,5.63947975,-0.90639841,316.36
C[C@@H]1[C@@H](C([C@@H](CO1)O)O)O,8.04955802,1.32327093,177.41
C[C@@H]1[C@@H](CC(C(=O)O1)O)C,6.35866648,-0.7836768,271.79
C[C@@H]1[C@@H](C(OC1O)CC)C,8.63867617,1.89279716,161.57
C[C@@H]1[C@@H](CC[C@@H](O1)OC)OO,7.86479533,1.17660364,188.76
C[C@@H]1[C@@H](C([C@@H]1C)O)C,8.47214485,1.83864727,175.33
C[C@@H]1[C@@H](OCC1(C)OC)OC,8.6748668,2.01334189,158.18
C[C@@H]1[C@@H](CC(O1)=O)C,6.75785185,-0.3020421,253.11
C[C@@H]1[C@@H](C[C@@H]1CO)C,8.42833514,1.66585742,175.23
C[C@@H]1[C@@H](C(O[C@@H]1C=C)O)C,7.04928166,0.29197403,200.12
C[C@@H]1C[C@]12CCCCC[C@H]2O,8.44711073,1.55701342,171.45
C[C@@H]1C[C@]12CCCC[C@H]2C(=O)O,6.57281705,-0.55319963,253.09
C[C@@H]1[C@@H](C[C@@H]1O)CO,8.11568075,1.47048244,178.02
C[C@@H]1[C@@H](CCOO1)O,7.84738029,1.15565117,180.57
C[C@@H]1[C@@H](CCOO1)C=C,7.06588037,0.28381073,192.39
C[C@@H]1[C@@H](OCC(O1)(C)C)C,8.38561387,1.91755917,167.11
C[C@@H]1[C@@H](C[C@@H]1O)C,8.32466123,1.60680955,176.29
C[C@@H]1[C@@H](C(C=CO1)O)C,6.47594589,0.61714548,206.63
C[C@@H]1[C@@H](C(C=CO1)C)O,6.55268091,0.91048006,210.14
C[C@@H]1[C@@H](CC[C@@]12CO)CO2,8.28547739,1.71402089,170.1
C[C@@H]1[C@@H](C(C[C@@H]1O)C)CO,8.18098715,1.4748362,175.37
C[C@@H]1[C@@H](CCOC1(O)O)O,8.12629304,1.06367799,174.61
C[C@@H]1[C@@H](C[C@@H]1O)C,8.32438912,1.60653744,176.3
C[C@@H]1[C@@H](C[C@@H]1O)CO,7.97363933,1.25905297,179.91
C[C@@H]1[C@@H](C(C[C@@H]1O)C)O,7.96166649,1.21252216,179.99
C[C@@H]1[C@@H](CC[C@@H]1O)C(=C)C,7.01853323,0.6748328,178.82
C[C@@H]1[C@@H](C(C=C1O)O)C,6.91458721,1.07918826,212.12
C[C@@H]1[C@@H](C[C@@H]1CO)O,8.16710954,1.51211527,176.86
C[C@@H]1[C@@H](C[C@@H]1C=C)C=O,5.72356174,-0.84735054,317.93
C[C@@H]1[C@@H](C(C=CO1)C)O,6.70859994,0.92082024,203.53
C[C@@H]1[C@@H](C(C=C1O)O)C,6.92057363,0.87646631,205.83
C[C@@H]1[C@@H](C(OCO1)OC)OC,8.625887,1.91511018,163.63
C[C@@H]1[C@@H](C(OCO1)OC)OC,8.61826792,2.00572281,163.6
C[C@@H]1[C@@H](OCOC(=O)C1C)C,6.53662642,-0.53551248,262.65
C[C@@H]1[C@@H](C[C@@H]2[C@H]1O2)O,8.50425383,1.35619624,169.56
C[C@@H]1[C@@H](C([C@@H]1O)(C)C)O,7.8231625,1.21769225,184.41
C[C@@H]1[C@@H](OCOC12)CCCO2,8.05418389,1.62939468,173.88
C[C@@H]1[C@@H](C(=O)[C@@H]1C)C,5.47621375,-0.69170362,327.29
C[C@@H]1[C@@H](C([C@@H](CO1)O)O)O,7.83921699,1.17306621,182.08
C[C@@H]1[C@@H](C(C(CO1)C)O)C,8.15812991,1.38612834,174.07
C[C@@H]1[C@@H](C([C@@H]1C=O)OC)C,5.60900343,-0.95918775,324.3
C[C@@H]1[C@@H](C(CCOO1)O)O,7.24601719,0.9986437,195.81
C[C@@H]1[C@@H](C([C@@H](OC1)O)O)O,8.13173524,1.16816823,171.69
C[C@@H]1[C@@H](C[C@@H]2[C@H]1CO2)O,7.72629134,1.28245443,182.55
C[C@@H]1[C@@H]([C@@]12C(O2)O)O,4.30532442,-0.85524173,371.55
C[C@@H]1[C@@H](CC[C@@H](O1)OC)OO,7.86533955,1.17687575,188.75
C[C@@H]1[C@@H](C2=C1CCC2)C,6.12220289,0.48653268,209.98
C[C@@H]1[C@@H](C([C@@H]1C)C)C=C,7.00764883,0.46694076,183.23
C[C@@H]1[C@@H](C[C@@H]1O)C(=O)C,5.99920917,-0.49279121,298.68
C[C@@H]1[C@@H](CC[C@@]1(C)O)C=C,7.35023532,0.59211136,182.74
C[C@@H]1[C@@H](C(=O)[C@@H](O1)C)C,5.65553424,-1.01279342,315.63
C[C@@H]1[C@@H](C(COCO1)C)O,8.18261981,1.38640045,176.22
C[C@@H]1[C@@H](CC[C@H](O1)OC)OO,8.07241526,1.387761,185.28
C[C@@H]1[C@@H](C[C@H]2C(O2)OC1)O,8.43132835,1.27755645,173.01
C[C@@H]1[C@@H](C(OC1O)CC)C,8.25146364,1.35837312,174.6
C[C@@H]1[C@@H](C[C@@H]2[C@@H](O1)OO2)O,7.09363559,0.61442438,226.67
C[C@@H]1[C@@H]([C@@]12C(C2)O)O,3.78396166,-0.6340163,514.97
C[C@@H]1[C@@H](CC[C@@H](O1)OC)OO,7.88221037,1.29469938,180.41
C[C@@H]1[C@@H](C[C@@H]1C)C,9.32303282,1.95347769,149.62
C[C@@H]1[C@@H](CC(CO1)O)C,8.33364086,1.69551741,170.88
C[C@@H]1[C@@H](C[C@H](C(O1)O)O)O,7.8013937,0.79292854,180.97
C[C@@H]1[C@@H](C(O[C@@H](O1)C)C)C,8.71867651,2.13225396,158.21
C[C@@H]1[C@@H](C1(O)OC)C,8.21717778,1.61878239,174.58
C[C@@H]1[C@@H](C[C@H]([C@H](O1)O)O)O,7.21037078,0.5578255,199.27
C[C@@H]1[C@@H](C[C@@H]2[C@H](O1)OC2)O,8.10751745,1.19020914,174.98
C[C@@H]1[C@@H](CC[C@@H]1O)C(=C)C,7.0449279,0.67619335,178.39
C[C@@H]1[C@@H](C2(CO2)C1)C,8.75269026,1.9809608,166.64
C[C@@H]1[C@@H](C([C@H](CO1)O)O)O,7.58833157,0.88054796,188.13
C[C@@H]1[C@@H](C12OCC2)C,8.05581655,2.12762809,178.69
C[C@@H]1[C@@H](C[C@@H]1O)C(=C)C,6.94587986,0.69061518,187.62
C[C@@H]1[C@@H](C[C@@H](C1O)C)O,8.21690567,1.36272688,175.31
C[C@@H]1[C@@H](C[C@H]2OO1)OCO2,8.59078481,1.6190545,169.53
C[C@@H]1[C@@H](C[C@H]2[C@@]1(O2)C)O,8.13200735,1.46014226,176.4
C[C@@H]1[C@@H](C(C1C=C)C=O)C,5.62587425,-1.05388203,317.33
C[C@@H]1[C@@H](C2(CC1)OC2)C,8.41146432,1.77252454,169.71
C[C@@H]1[C@@H](C2=C1OCC2)C,6.59893961,1.41415567,198.09
C[C@@H]1[C@@H](C[C@@H]1C(=O)C)C,5.80900428,-0.56462825,310.54
C[C@@H]1[C@@H](C[C@H]2[C@@H](C1)O2)O,8.08738131,1.27293058,177.59
C[C@@H]1[C@@H](C[C@@H]1C=C)C=C,6.75948451,0.23210983,199.08
C[C@@H]1[C@@H](C2C1=O)CCC2,5.48519338,-0.67347225,326.5
CCO[C@H](CO)C=C,6.64737519,0.08517043,221.43
C[C@@H]1[C@@H]([C@@]1(C)C(=O)O)O,6.4435648,-0.56081871,261.39
C[C@@H]1[C@@H](CCC[C@@H]1O)C(=O)O,6.23295166,-0.18612324,265.82
C[C@@H]1[C@@H]([C@@]12C(CO2)O)O,7.2843847,1.11320201,198.98
